,Country Name,Year,GDP,Inflation,Exchange Rate,Money Supply,Unemployment,FDI
286,China,2019,14300000000000.0,1.286700406,6.90838501,197.8865472,4.56,-50259822365.0
287,Japan,2019,5120000000000.0,0.634803166,109.0096659,252.7112936,2.35,218000000000.0
288,"Korea, Rep.",2019,1650000000000.0,-0.839325308,1165.3575,151.3958148,3.75,25604700000.0
289,India,2019,2840000000000.0,2.405517162,70.42034054,76.98188097,6.51,-37469945322.0
290,Uzbekistan,2019,60283503705.0,17.8148511,8836.7875,17.86459047,4.92,-2313130817.0
291,Qatar,2019,176000000000.0,-4.455914212,3.64,90.03290792,0.1,7262912088.0
292,United States,2019,21400000000000.0,1.793930501,1.0,92.98697951,3.67,-201000000000.0
293,United Kingdom,2019,2850000000000.0,2.115732743,0.78344511,140.670149,3.74,-41289065813.0
294,France,2019,2730000000000.0,1.278592146,2450.739405212136,98.6512779569836,8.41,30864497546.0
295,Russian Federation,2019,1690000000000.0,3.263132819,64.73765833,58.87829663,4.5,-10051630000.0
296,Germany,2019,3890000000000.0,2.130309051,2450.739405212136,98.6512779569836,3.14,98812746280.0
297,Australia,2019,1390000000000.0,3.463722736,1.438506544,122.7684464,5.16,-29844985008.0
298,Hungary,2019,164000000000.0,4.785025181,290.66,58.14251473,3.42,-215796664.1
299,Ireland,2019,399000000000.0,3.355411523,2450.739405212136,98.6512779569836,4.95,-97444443422.0
300,Brunei Darussalam,2020,12005799654.0,-10.86375964,1.37970343,93.57501836,7.41,-565542275.4
301,Cambodia,2020,25872797892.0,-0.671856541,4092.783219,128.9449782,0.17,-3497632099.0
302,Timor-Leste,2020,2162619200.0,-19.15179184,1.0,40.31811463,2.791,712696166.4
303,Indonesia,2020,1060000000000.0,-0.401651435,14582.20347,44.71787447,4.25,-14142473958.0
304,Lao PDR,2020,18981800705.0,5.034504125,9045.787834,98.6512779569836,3.862,-967706086.2
305,Malaysia,2020,337000000000.0,-0.818007729,4.203481949,137.0937139,4.54,-762778047.4
306,Myanmar,2020,79045695085.0,5.344109712,1381.619167,69.20464294,1.48,-1467228390.228881
307,Philippines,2020,362000000000.0,1.650490185,49.624096,90.49053168,2.52,-3260102017.0
308,Singapore,2020,348000000000.0,-2.696454848,1.379741667,148.9481813,4.1,-40055034457.0
309,Thailand,2020,500000000000.0,-1.281944318,31.29367321,146.5948861,1.1,23543528522.0
310,Viet Nam,2020,347000000000.0,1.467478148,23208.36833,122.8589232,2.1,-15420000000.0
311,China,2020,14700000000000.0,0.492493918,6.900767269,211.8916376,5.0,-99374807720.0
312,Japan,2020,5060000000000.0,0.941449701,106.7745823,280.3703056,2.81,87533471953.0
313,"Korea, Rep.",2020,1640000000000.0,1.563746857,1180.265833,164.8782634,3.93,26067500000.0
314,India,2020,2670000000000.0,4.746548929,74.09956688,87.78353407,7.86,-53239697391.0
315,Uzbekistan,2020,60224701297.0,11.44242483,10054.26133,18.49864806,5.29,-1716938024.0
316,Qatar,2020,144000000000.0,-15.10042031,3.64,114.121316,0.14,5164010989.0
317,United States,2020,21100000000000.0,1.304912071,1.0,110.6387647,8.05,148000000000.0
318,United Kingdom,2020,2700000000000.0,5.083623429,0.779999577,163.8312341,4.472,-141000000000.0
319,France,2020,2650000000000.0,2.839876196,2450.739405212136,98.6512779569836,8.01,9116589362.0
320,Russian Federation,2020,1490000000000.0,0.898246027,72.10490833,69.9295269,5.59,-3631810000.0
321,Germany,2020,3890000000000.0,1.872585648,2450.739405212136,98.6512779569836,3.86,-5888677179.0
322,Australia,2020,1330000000000.0,2.113825441,1.453085118,137.1188881,6.46,-8025123712.0
323,Hungary,2020,157000000000.0,6.401668541,307.9966667,69.31264924,4.25,-2756453067.0
324,Ireland,2020,429000000000.0,-1.23404263,2450.739405212136,98.6512779569836,5.62,-110000000000.0
325,Brunei Darussalam,2021,14006496617.0,15.4659287,1.343806963,84.57934313,4.91,-204749379.8
326,Cambodia,2021,26961061152.0,1.291945,4098.722795,143.8284906,0.4,-3391043981.0
327,Timor-Leste,2021,3621958000.0,59.02701503,1.0,30.88317001,2.34,419035233.2
328,Indonesia,2021,1190000000000.0,6.003421337,14308.1439,46.36034752,3.83,-17286354128.0
329,Lao PDR,2021,18827148529.0,3.713448367,9697.915789,98.6512779569836,4.15,-1071913716.0
330,Malaysia,2021,374000000000.0,5.707515694,4.143297598,132.5307572,4.083,-7460181234.0
331,Myanmar,2021,66262813093.0,19.51720891,2450.739405212136,98.6512779569836,4.34,-1467228390.228881
332,Philippines,2021,394000000000.0,2.282478459,49.25459773,90.36719081,3.4,-9732242739.0
333,Singapore,2021,424000000000.0,8.784365575,1.343483333,98.6512779569836,4.64,-87742137975.0
334,Thailand,2021,506000000000.0,1.709812993,31.97709344,148.8353872,1.21,3980422265.0
335,Viet Nam,2021,366000000000.0,2.778257342,23159.78259,127.2348781,2.38,-15341000000.0
336,China,2021,17800000000000.0,4.55232658,6.44897518,203.8378734,4.55,-165000000000.0
337,Japan,2021,5030000000000.0,-0.190060625,109.7543238,281.9667648,2.83,175000000000.0
338,"Korea, Rep.",2021,1820000000000.0,2.762931941,1143.951667,173.7184024,3.64,43940200000.0
339,India,2021,3150000000000.0,8.538525483,73.91801282,82.54413818,6.38,-27488543123.0
340,Uzbekistan,2021,69600614987.0,13.54390113,10609.46439,19.67085775,5.419,-2272290865.0
341,Qatar,2021,180000000000.0,22.46602212,3.64,93.01092916,0.14,1253296703.0
342,United States,2021,23300000000000.0,4.492792236,1.0,116.8724229,5.35,-99015000000.0
343,United Kingdom,2021,3140000000000.0,-0.120427085,0.727064945,165.6254009,4.826,155000000000.0
344,France,2021,2960000000000.0,1.42394827,2450.739405212136,98.6512779569836,7.86,13026648829.0
345,Russian Federation,2021,1840000000000.0,18.99051679,73.65435,98.6512779569836,4.72,25432780000.0
346,Germany,2021,4280000000000.0,3.019638074,2450.739405212136,98.6512779569836,3.64,119000000000.0
347,Australia,2021,1560000000000.0,3.078774164,1.33122426,139.0002639,5.12,-20876515984.0
348,Hungary,2021,182000000000.0,6.445097993,303.1408333,72.05594721,4.05,-3801865480.0
349,Ireland,2021,513000000000.0,0.477482551,2450.739405212136,98.6512779569836,6.19,59233776504.0
350,Brunei Darussalam,2022,16681536467.0,24.23672684,1.378956397,70.07220045,4.452,292416275.5
351,Cambodia,2022,29504829319.0,4.070391065,4102.037865,142.0823188,0.226,-3428345015.0
352,Timor-Leste,2022,3204753000.0,11.35539551,1.0,37.90713169,1.786,395383447.1
353,Indonesia,2022,1320000000000.0,9.567844361,14849.85394,43.5359828,3.46,-14816422520.0
354,Lao PDR,2022,15468785204.0,15.77394592,14035.22669,98.6512779569836,3.819,-635807276.0
355,Malaysia,2022,407000000000.0,6.445753155,4.401076345,119.173065,3.629,-3967084186.0
356,Myanmar,2022,62263466264.0,6.163716941,2450.739405212136,98.6512779569836,2.956,-1467228390.228881
357,Philippines,2022,404000000000.0,5.481077742,54.47778584,85.87058198,2.375,-5379698122.0
358,Singapore,2022,467000000000.0,9.051761389,1.378666667,98.6512779569836,3.59,-90055705996.0
359,Thailand,2022,495000000000.0,4.724843041,35.06135021,143.8909099,0.94,-3717019036.0
360,Viet Nam,2022,409000000000.0,3.860477768,23271.2125,122.5442469,1.54,-15226000000.0
361,China,2022,18000000000000.0,2.248974454,6.737158112,216.1449944,4.98,-30474555668.0
362,Japan,2022,4260000000000.0,0.333979877,131.4981404,284.5064793,2.6,128000000000.0
363,"Korea, Rep.",2022,1670000000000.0,1.275522574,1291.446667,173.8496083,2.86,48411600000.0
364,India,2022,3420000000000.0,8.225869499,78.60449058,98.6512779569836,4.822,-35408008686.0
365,Uzbekistan,2022,80391853887.0,13.84832757,11050.14542,21.28517531,4.507,-2494257890.0
366,Qatar,2022,236000000000.0,26.14119995,3.64,83.08118971,0.13,2307692308.0
367,United States,2022,25400000000000.0,7.040723092,1.0,98.6512779569836,3.65,38173000000.0
368,United Kingdom,2022,3090000000000.0,5.152902299,0.811301716,163.9409138,3.73,80704411997.0
369,France,2022,2780000000000.0,2.947216929,2450.739405212136,98.6512779569836,7.31,13333972005.0
370,Russian Federation,2022,2240000000000.0,15.8047099,68.48494167,98.6512779569836,3.867,26967700000.0
371,Germany,2022,4080000000000.0,5.268325424,2450.739405212136,98.6512779569836,3.14,131000000000.0
372,Australia,2022,1690000000000.0,7.123075723,1.441664459,134.2028013,3.7,54258632808.0
373,Hungary,2022,177000000000.0,14.48927895,372.5958333,65.28209871,3.61,-3886946396.0
374,Ireland,2022,533000000000.0,6.582264283,2450.739405212136,98.6512779569836,4.48,35688700620.0
